WAFER_ID,STAGE,USAGE_OF_BACKING_FILM,USAGE_OF_DRESSER,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER_TABLE,PRESSURIZED_CHAMBER_PRESSURE,MAIN_OUTER_AIR_BAG_PRESSURE,CENTER_AIR_BAG_PRESSURE,RETAINER_RING_PRESSURE,RIPPLE_AIR_BAG_PRESSURE,USAGE_OF_MEMBRANE,USAGE_OF_PRESSURIZED_SHEET,SLURRY_FLOW_LINE_A,SLURRY_FLOW_LINE_B,SLURRY_FLOW_LINE_C,WAFER_ROTATION,STAGE_ROTATION,HEAD_ROTATION,DRESSING_WATER_STATUS,EDGE_AIR_BAG_PRESSURE,AVG_REMOVAL_RATE
-4228160702,B,1385.847338935771,663.8728083827326,300.3070857972962,2753.8648459383753,60.3321328531493,205.73109243697496,59.67261904761905,1400.875630252101,8.751718869372823,16.432972398445894,415.7542016806723,7.047930283223366,0.8912655971480354,328.9647058823529,13.811478079599429,58.10297803326496,160.59159663865597,0.6386554621848739,40.009337068170694,69.62205
-4228160698,B,2021.5543071158709,697.5801081979771,207.39284228044406,2776.617275280899,66.82049224183271,203.4977528089889,52.10498595505618,1503.1870786516872,7.9920837589586515,23.970999689122486,606.4662921348314,4.763966916352251,0.9065372829418641,333.9865168539322,14.050823099028602,56.20601714956908,160.22471910112424,0.11235955056179775,37.04545454544301,74.91585
-4228160694,B,1285.1041666666188,658.6963383841402,210.8270202020254,2750.5,67.35660173159557,204.16022727272764,52.33043323863637,1519.51534090909,8.037448347121478,15.238389328051444,385.53125,5.53069760100826,0.9065082644628967,336.9227272727281,13.929043340376081,58.72981459324591,161.13636363636402,1.0,37.12809917354976,69.89805
-4228160690,A,516.2464183381267,614.2534224766655,212.44401995113716,2720.371776504298,65.62286805837539,207.84412607449897,55.32682664756447,1423.824068767909,7.804506381873265,6.121499031675941,154.87392550143267,5.070439350522684,0.8648085438917215,331.7077363896851,14.297327913635192,57.6451515607991,160.0366762177655,0.12034383954154727,39.439958322456846,64.521
-4228160690,B,774.7261235956616,628.8888888889987,104.81897627979164,2730.25,34.652220438733394,104.82471910112349,26.87324438202247,848.7977528089889,4.108401430031739,9.186503530666398,232.4185393258427,3.134363295879242,0.5107252298264042,181.33932584269658,14.137705774753297,56.19160260195163,160.26966292134875,0.5589887640449438,19.029622063329303,68.48055
-4228160686,A,931.0487689394208,636.4635942760856,243.66372053869082,2735.3629261363635,66.53003246751196,205.1693181818181,54.61470170454545,1612.7940340909088,7.68569214876321,11.040103979512743,279.3146306818182,5.031960227270569,0.9090909090909961,329.2625,14.23559725158072,57.37440191382045,160.28181818181858,0.5909090909090909,38.89548898071036,72.37185
-4228160686,B,1304.2514124290394,659.6296296300053,227.84473739272332,2751.0,66.98816249662977,204.94576271186463,52.494703389830505,1507.2618644067798,8.0675398048517,15.465487595178592,391.2768361581921,5.403719397361374,0.9039548022599736,335.6598870056493,13.82144264878905,56.95175438590331,160.3163841807914,0.14124293785310735,37.30868002053967,70.2468
-4228160682,A,730.2605633802812,627.037037036995,65.18727177881462,2729.0,66.94299128099719,207.6304225352115,55.23767605633803,1624.6521126760583,7.794366197185917,8.65921616656391,219.0781690140845,4.932316118934285,0.9065300896287679,327.0952112676047,14.19521781853302,56.040400296467205,160.44169014084562,0.12394366197183099,39.38454972256261,70.0665
-4228160678,A,762.928571428565,628.3227513229028,94.19047619048052,2729.8692857142855,67.39591836732413,209.89028571428614,55.8125,1561.192285714286,7.914025974028969,9.046583850930299,228.87857142857143,5.571825396823305,0.9064935064935933,332.9999999999999,14.378073089696624,58.38796992474847,160.32914285714344,1.0,39.78528138526584,66.02895
-4228160670,A,966.0794346978805,638.5185185190037,274.80831708911063,2736.75,66.48844333052757,205.02807017543898,54.66465643274854,1640.5771929824573,7.723418394473476,11.455487367961123,289.82383040935673,5.70012995451368,0.9064327485380986,325.9625730994149,14.680402556774505,57.72199138191769,159.644444444445,0.1695906432748538,39.028885344664076,74.21805
-4228160670,B,1345.5718954247056,661.6536985162536,264.7992530346908,2752.3676470588234,34.45378151260136,105.01848739495783,26.917892156862745,846.56218487395,4.124777183613187,15.955397969481972,403.671568627451,3.268751945221483,0.5143875732111537,184.0156862745101,13.918311510645887,55.98407784160926,160.08067226890807,0.5602240896358543,19.006875477467513,69.83175
-4228160662,A,936.3454106278897,636.666666667004,248.12667740217333,2735.5,34.173913043468445,104.92869565217386,27.932065217391305,811.1208695652177,3.9301712779988156,11.102910007425137,280.9036231884058,3.2705314009648685,0.503293807641684,174.39536231884082,14.459723626554066,57.56941266203719,160.19478260869616,0.5768115942028985,19.903381642509235,72.79755
-4228160662,B,2779.5940170938748,737.7777777780066,317.79466075769807,2803.75,68.72337539003453,214.3521367521369,54.945690883190885,1465.6444444444446,8.43939393941091,32.9596128509125,833.8782051282051,4.891975308639055,0.9039109039109905,349.7925925925923,11.575564831375546,56.0263907631879,160.07293447293486,0.09686609686609686,38.77751877751355,61.59885
-4228160658,A,1683.4297725027307,680.1824376303208,237.76898560288413,2765.0,69.34435495263948,216.85459940652837,57.742952522255194,1549.9086053412461,8.214594011330307,19.961617855763837,505.02893175074183,5.402654137814628,0.9063933099542278,344.60771513353205,15.154923745767016,58.15203810708404,160.32284866468888,0.12759643916913946,41.13479003685959,61.94655
-4228160658,B,2065.5634469694314,699.6296296300058,246.57617845107663,2778.111505681818,66.90476190474716,205.17613636363674,53.65411931818182,1590.5019886363668,7.929752066125209,24.49284719727819,619.6690340909091,4.927004419190231,0.9065082644628967,329.38181818181806,14.316199788578077,57.09479665065558,159.9909090909095,0.11931818181818182,38.05699035812059,72.771
-4228160642,A,959.7904624277716,638.3162063799306,269.2100192677862,2736.6148843930637,66.07211670793535,202.94566473988482,53.945989884393065,1621.8138728323706,7.623751970574241,11.380914574242816,287.9371387283237,4.947816313420383,0.9090909090909962,321.8381502890173,14.670654657878847,58.85571950100493,159.85202312138784,0.5924855491329479,38.59257313013823,78.33675
-4228160642,B,1309.6557454905433,659.801624987008,232.4744117336355,2751.1175213675215,34.595034595032445,104.6837606837606,26.837606837606838,833.6111111111101,4.120953120965122,15.529514768644814,392.8967236467237,3.1046217157313665,0.5050505050505554,176.40797720797715,13.879281786252081,56.709026840547025,160.24615384615421,0.11965811965811966,19.041699041696873,68.7276
-4228160608,B,599.7341954024514,618.3205619413994,286.51553852692274,2723.1170977011493,34.688013136284454,104.24482758620672,26.770833333333332,829.7810344827581,4.097962382447239,7.111472672754507,179.92025862068965,3.2004310344818676,0.5094043887147843,177.48620689655175,14.266907244048909,57.0946763459835,160.21149425287402,0.5632183908045977,18.96551724137874,72.48105
-4228160604,A,349.6652621724185,605.3578859759699,64.23429047023178,2714.36797752809,40.13643659710006,121.05168539325847,32.31741573033708,1180.1005617977526,4.498723186927058,4.146228405205067,104.89957865168539,2.911594881397195,0.5847803881512321,219.74494382022485,13.956754638093292,51.21119160255137,159.99101123595568,0.5533707865168539,22.293156281912868,60.6567
-4228160600,A,87.26744186047962,592.5925925929986,160.49526270444227,2705.8648255813955,43.759689922469164,129.01395348837212,34.1233648255814,1110.92180232558,4.887552854124045,1.034791800714318,26.180232558139537,3.696301679585217,0.6316067653277575,252.94418604651182,14.496349378036285,58.060740514016246,159.60930232558187,0.12209302325581395,24.09619450316246,62.05515
-4228160600,B,412.59021842354923,609.054553128577,120.26379656010272,2716.8618233618236,67.63939763938733,210.44786324786395,53.94319800569801,1465.3888888888891,8.245532245535763,4.89237413150569,123.77706552706553,5.420623615065373,0.9090909090909961,346.68148148148083,14.707480288869903,56.51409506666789,160.31908831908873,0.5612535612535613,38.2966416299723,72.4548
-4228160596,A,81.99807877041093,592.3929981855713,155.7882378055187,2705.616714697406,66.55962673251537,205.68760806916467,54.80187319884726,1675.2916426512977,7.741157977471583,0.972309234431321,24.59942363112392,5.3614313160403135,0.9090909090909962,321.8789625360226,14.606259634069483,58.07371454568058,160.38731988472674,0.5965417867435159,39.1424329752654,61.1604
-4228160596,B,512.3715596331105,614.1957186542287,209.09412164443162,2720.3325688073396,50.996941896012196,156.78605504587185,41.154243119266056,1231.9563302752322,5.99132610508912,6.075552090509948,153.71146788990825,4.32237512741888,0.7406171809842237,267.0891743119263,12.901216129714541,37.04394012551017,159.7240366972485,0.47706422018348627,28.99638587711025,71.0739
-4228160580,A,150.82394366201126,595.1851851849955,216.9494001046227,2707.5,34.24279007376597,105.29577464788719,28.008802816901408,818.6154929577455,3.947887323945301,1.788426209431937,45.24718309859155,3.0770735524246744,0.5019206145967209,171.0760563380279,14.066819521777706,55.416975537382974,160.2523943661977,0.1323943661971831,19.90268886042362,58.3518
-4228160580,B,489.6521739130636,613.333333332996,188.73215244232455,2719.75,65.09592822635396,202.30956521739145,51.88949275362319,1566.4773913043477,7.924242424246321,5.806152259839354,146.89565217391305,4.091384863122236,0.9038208168643818,343.791304347825,14.675429726990226,49.85240274594182,159.78666666666726,0.11304347826086956,36.10628019323651,73.3764
-4226160424,A,10012.673913042896,573.5083199140797,144.04294149217688,2692.86884057971,86.5935127673097,281.6939130434782,67.93297101449275,1817.049565217393,10.198418972328968,118.7273586526929,3003.8021739130436,5.1344605475024,0.906455862977689,327.113043478261,14.477923828778009,58.1716247139096,159.92579710144986,0.1855072463768116,45.8067632850274,63.24495
-4226160424,B,237.9190074906882,598.6901789432964,294.3445692884576,2710.0,68.34804708399253,216.33707865168563,55.34058988764045,1420.6845505617982,8.457354443316914,2.8211740018659346,71.37570224719101,4.382022471909383,0.9065372829418641,363.67752808988666,14.186699764822427,57.37433471313517,160.27865168539378,0.5084269662921348,38.83810010213684,64.1814
-4226160416,A,139.3853255588017,594.6204513550038,206.79624230635028,2707.1195335276966,68.75885047894464,214.16676384839693,57.05721574344023,1557.1005830903803,8.069705804402625,1.652790421644699,41.815597667638485,5.1056851311939075,0.8984892658362909,342.9714285714277,7.193708048000558,45.1277428264034,158.79650145772624,0.1282798833819242,40.6360985952628,57.9618
-4226160416,B,496.63125590177907,613.506452628225,194.93442450960626,2719.868271954674,63.95521381356149,196.96657223796075,50.5028328611898,1633.1830028328638,7.719417975797205,5.888936165449778,148.9900849858357,4.635269121810754,0.9039402523822653,333.12067988668525,14.170893998282674,49.14827791854495,160.02719546742262,0.17563739376770537,35.167825564423,72.28245
-4226160408,B,551.7010416666689,616.1222222221033,243.8212962964707,2721.633125,33.30952380952013,105.64800000000041,26.37109375,843.1263750000004,4.080227272728785,6.541909584978054,165.5103125,2.8121527777768507,0.5136363636364123,191.5060000000003,8.762209302321656,25.149671052606305,158.91600000000105,0.2575,19.04545454545351,75.1281
-4226160404,B,300.19014084514697,603.333333332996,20.34011476265544,2713.112676056338,59.8524480214482,187.75436619718326,49.06954225352113,1390.9926760563378,7.233034571064602,3.559566887489128,90.05704225352113,3.6611893583704234,0.7887323943662733,321.4478873239435,11.430068784797712,56.49258710150301,160.26140845070475,0.09859154929577464,34.05975245411409,71.91825
-4226160396,A,63.226433430511904,591.657488391999,139.05841701755108,2705.1195335276966,67.3996945716858,208.22623906705587,55.42274052478134,1653.9638483965011,7.840047707397637,0.7497205545119817,18.96793002915452,5.243764172333382,0.9090909090909962,316.54693877551,11.741813004266989,60.171858216917,160.99825072886347,1.0,39.529993815691064,61.22265
-4226160396,B,406.06561302684554,608.6909323119297,114.44018731381593,2716.617816091954,67.18664477284436,205.74137931034483,52.74694683908046,1485.888793103448,8.074320794152708,4.815007269093086,121.81968390804597,4.962484035757184,0.9012539184953842,350.46666666666596,7.179898422879108,58.349591651489085,160.59770114942575,0.5459770114942529,37.55311738069951,77.4597
-4224160702,B,10157.2777777771,579.2592592590009,272.6720343531827,2696.75,69.02691511386244,212.6713043478264,54.54800724637681,1555.4330434782623,8.35994729909264,120.44202898550714,3047.1833333333334,5.181561996777505,0.906455862977689,345.99072463768084,11.535557802489505,58.222730739837296,160.13913043478306,1.0,38.63768115942245,65.30385
-4224160694,A,9608.451369216573,551.4814814809965,151.93788689545883,2678.0,68.16133818969476,209.22832861189812,53.50478045325779,1548.8745042492935,7.550991501416495,113.93420595912444,2882.5354107648727,5.517390620079905,0.9065155807366307,335.32577903682756,14.085908162588128,57.117563739311514,160.21756373937717,0.1501416430594901,39.65318911494337,57.86655
-4224160694,B,10072.921428571428,576.0973544972575,197.5343915342828,2694.617142857143,35.68299319727482,108.91885714285704,27.95357142857143,856.8299999999987,4.2698701298720545,119.44175606999428,3021.8764285714287,2.9305555555540046,0.506493506493557,181.47200000000004,14.156810631224596,60.115037593928044,159.57942857142902,0.5542857142857143,19.743722943726382,65.64675
-4224160690,A,9628.352219075012,552.386947854426,169.62753121388107,2678.6111898016998,64.01322001891704,232.1201133144478,64.40775495750708,1522.347875354108,9.273886170495004,114.17018441592926,2888.5056657223795,6.792571608433658,0.9065155807366307,354.07705382436296,14.282232031088334,56.23229461751514,160.40793201133184,0.16147308781869688,42.359000772604254,57.8484
-4224160690,B,10053.913242006574,575.3515981736116,180.7529173008905,2694.1130136986303,67.36855838224466,205.081643835617,53.65068493150685,1519.4827397260283,7.935118306355007,119.21636255345538,3016.17397260274,5.9273211567713,0.9066002490660892,312.8405479452051,13.705638738447622,50.66870944479887,160.17534246575386,0.12602739726027398,39.05188875051057,66.4284
-4224160662,A,10259.071285124379,586.2962962960008,30.26996876396845,2701.5,33.74497991966601,107.74698795180711,28.744352409638555,686.893373493975,4.076122672509221,121.64906662210767,3077.7213855421687,2.5803212851400654,0.47645125958383766,176.6530120481924,12.600868590636376,60.087587190815775,160.34698795180756,0.08433734939759036,20.42533771449756,64.35705
-4224160662,B,554.0234741784145,616.1001564944229,246.00104329680534,2721.619014084507,50.63179074445702,175.29464788732426,41.26496478873239,1300.2819718309868,6.59577464788888,6.569448310413804,166.20704225352114,6.079029733957468,0.8476312419975206,320.18591549295763,14.11202096298119,55.71979243879095,159.891830985916,0.2084507042253521,30.333760136574494,69.36975
-4224160654,A,69.37807276302712,591.8518518519996,144.56899377246617,2705.25,68.2005899704804,210.24070796460234,56.00387168141593,1672.5017699115072,7.9052024671523,0.8226648944232219,20.813421828908556,5.483857751554805,0.9064092249933827,327.756932153392,14.89263908896809,58.457537649380406,160.39646017699158,1.0,39.9597747385169,60.3432
-4224160650,A,10067.560738583672,575.9259259260048,192.86470143614275,2694.5,69.12397612104456,216.8921282798841,56.68549562682216,1619.8416909620994,8.327193214951794,119.37819057605827,3020.268221574344,5.219468739875097,0.9090909090909962,340.49795918367334,14.59624381313474,60.114700015287184,159.78542274052535,0.5626822157434402,40.272108843526325,61.0698
-4224160650,B,329.53976764983673,604.6072882532368,46.33700724850839,2713.8605898123324,38.67866717732244,116.57694369973197,29.920408847184987,948.2646112600537,4.592005849381097,3.9075861776644247,98.86193029490616,3.855376824543664,0.9090909090909959,195.7597855227885,18.41885404326842,55.10476929584424,160.35174262734665,0.5201072386058981,20.984645381429523,65.64225
-4224160646,A,9873.662100456606,567.9452054795066,20.533739218676637,2689.25,69.92172211347719,216.53589041095924,57.66267123287671,1543.940547945206,8.094520547948232,117.07899723867976,2962.0986301369862,4.174657534244438,0.894146948941555,372.46136986301326,6.993947116914219,50.03965392929645,159.28109589041148,0.08767123287671233,40.69738480695641,62.62545
-4224160600,A,9326.319648093995,534.9896817638835,314.1153470186389,2666.8687683284456,68.8046362240192,209.644574780059,53.665689149560116,1625.1105571847527,7.556784857371064,110.58877053069477,2797.8958944281526,5.374714890842962,0.9037589976007265,327.42756598240476,10.190274841436297,62.06860626633832,161.44516129032294,0.5747800586510264,39.86936816848597,61.6548
-4224160600,B,9721.82550644537,556.6666666670039,252.71945979127068,2681.5,66.68902920283188,208.35248618784547,53.36153314917127,1465.6350828729292,8.188096433954732,115.27856331748555,2916.5476519337017,5.203729281766177,0.909090909090996,353.2950276243092,14.047924964659911,55.67207036924119,160.13259668508337,0.12154696132596685,37.67704671019307,61.18935
-4224160592,B,9728.77230046944,556.8335941577021,258.8815858111408,2681.6133802816903,67.19248826290014,210.06422535211325,53.830105633802816,1499.7642253521137,8.252368758006172,115.36093636925074,2918.631690140845,4.960876369325711,0.9090909090909961,362.12281690140844,14.176220111358829,56.542624165999435,159.98197183098637,0.11549295774647887,37.79598804950575,60.39825
-4224160584,B,9285.838081671625,533.1339031337677,278.06900918019966,2665.616096866097,66.69515669514709,203.52820512820523,52.096688034188034,1478.4111111111129,7.99740999741656,110.10875195661794,2785.7514245014245,4.900680595123653,0.9065009065009934,337.7310541310546,14.243689127402531,57.6885590042981,160.18233618233654,0.1168091168091168,37.11387378053435,75.86415
-4224160580,B,9292.469135802501,533.5011079455029,283.95483802888384,2665.863247863248,67.3897707230947,208.65641025641054,53.39832621082621,1516.8222222222234,8.217689717694709,110.18738105687147,2787.740740740741,5.494222855332583,0.9039109039109905,342.7566951566958,14.536540117929883,57.86812115754243,160.17321937321995,0.1396011396011396,37.99102132435133,71.907
-4222160606,B,3383.1115591403495,6.821983273599352,94.59378733574314,2829.355510752688,84.77214541716727,274.6935483870967,65.63172043010752,1798.130645161291,10.20259042034509,40.115947341567534,1014.9341397849462,4.819295101550664,0.9066471163246222,329.06774193548466,13.567766941731941,53.91058290882539,160.22365591397914,0.17473118279569894,44.07380254156179,59.78145
-4222160590,B,6936.165730335454,207.7777777779994,151.68955472307908,2965.111657303371,34.23087212412693,103.16629213483135,26.377282303370787,759.1415730337081,4.0550306435266785,82.24702447039053,2080.8504213483147,4.33520599250639,0.9090909090909961,181.63033707865188,17.674418604649066,56.8901537551191,159.9640449438206,1.0,18.71722846442192,72.45435
-4222160582,B,3168.277777778,763.8724279836598,229.60699588471948,2821.3645833333335,67.19708994707953,210.23666666666708,53.85069444444444,1491.1541666666683,8.27500000002011,37.56853864733203,950.4840277777778,5.102237654319769,0.909090909090996,354.3477777777786,13.972222222214954,55.91410818708602,160.07111111111172,0.11944444444444445,38.06144781144479,57.58005
-4222160578,B,3732.7370689650857,27.1594295444597,40.21072796935729,2843.084051724138,46.32731253421315,120.49655172413773,31.245510057471265,1121.3172413793095,4.777168234070805,44.26170437508243,1119.8211206896551,5.138090676883173,0.8098223615465775,256.7793103448279,17.980486500927615,56.63906533570584,160.3494252873568,0.33620689655172414,22.865726227795186,85.6827
-4222160448,A,3409.2681775256938,7.941454202079542,117.83653341735958,2830.1104815864023,67.89828679344787,214.23909348441958,56.97769121813031,1466.179036827197,8.061550347670668,40.4261048718421,1022.7804532577903,5.438700031474297,0.9090909090909961,339.6249291784702,14.280914421233101,56.43283137015562,159.7461756373943,0.1359773371104816,40.58889175035166,65.16345
-4222160432,B,3630.594900849774,20.0,270.86349805918286,2838.25,33.7326318629402,102.2617563739376,26.181834277620396,835.2518413597728,4.0198300283346695,43.05053242111722,1089.1784702549576,2.478753541075726,0.5099150141643567,176.14617563739358,14.089860992155758,55.62732965553119,160.0906515580742,0.5382436260623229,18.497725126623884,78.6462
-4222160428,A,3016.179962013476,756.6666666670042,94.41806478844157,2816.5,68.28381495045842,212.96068376068405,56.63906695156695,1539.8555555555567,8.021497021498623,35.76503609111474,904.855413105413,5.368391896167686,0.9065009065009934,337.5076923076918,14.36493738818859,57.1348777927131,160.16410256410322,1.0,40.25727359057972,53.6943
-4222160428,B,3513.1357142854567,13.333333333299969,210.17777777776314,2833.8621428571428,67.34013605441467,204.67885714285748,52.42232142857143,1518.2588571428578,8.032467532474094,41.65773574252232,1053.9407142857142,5.35158730158579,0.9090909090909961,340.7280000000004,14.314285714279979,57.56240601498173,159.96342857142915,0.5685714285714286,37.138528138532806,79.52355
-4222160420,A,3009.4812206570145,756.4621804903378,88.46113719353279,2816.362676056338,67.84439973170115,211.87943661971843,56.34507042253521,1500.1487323943677,7.955185659413406,35.685575906019686,902.8450704225352,4.762128325507387,0.9065300896287679,336.8833802816895,14.201768752040522,56.831356560353086,160.08112676056365,0.5380281690140845,40.04865556975862,53.7738
-4222160392,A,3022.8328611898296,756.8439827931459,100.33364809567196,2816.6203966005664,68.63348172127647,211.92407932011355,56.438562322946176,1596.8677053824367,7.979783672420022,35.843895911938446,906.850566572238,5.43319169027121,0.9065155807366307,337.8322946175632,14.308584228204628,57.05494259723408,160.21756373937706,1.0,40.04635591035227,53.42655
-4220160702,A,4650.083826430326,82.02717510411333,165.49419241722495,2880.119082840237,67.83460129611842,205.9597633136095,54.73095414201183,1669.4884615384608,7.76479289941011,55.13933391022487,1395.025147928994,5.4220085470062696,0.9064012910167626,324.29467455621307,11.95472684738919,60.31882591087823,160.11360946745629,1.0,39.04159942620085,68.09415
-4220160702,B,5121.015325670747,105.3597275437466,266.40911025962646,2895.8685344827586,65.98795840174954,192.85862068965517,49.33459051724138,1709.5448275862097,7.569618599813394,60.72350188541213,1536.3045977011495,4.7405810983391286,0.9064785788924589,323.5206896551731,14.560946271044164,56.6091954022491,160.4413793103453,0.15804597701149425,34.862417276208845,84.64815
-4220160694,A,4883.3211500977195,94.61555122370724,55.113710201439474,2888.6162280701756,65.18100807572411,200.6561403508773,53.28216374269006,1587.9842105263165,7.525385433281596,57.9049938746614,1464.9963450292398,4.986598440543281,0.9037745879852009,314.9590643274852,14.735482116136469,58.7276854416235,160.39298245614089,1.0,38.113592060946566,79.85925
-4220160686,B,4548.910440613046,77.40740740740043,75.57045551299014,2877.0,86.18500273659521,278.0965517241379,65.76867816091954,1826.018103448277,10.212904911192929,53.93967788833144,1364.6738505747126,4.445242656447277,0.9064785788924589,327.0287356321838,14.541566426083362,57.73366606165908,160.18390804597755,0.16666666666666666,44.265064437490096,82.76775
-4220160682,B,3467.85283194131,10.172289280938159,169.9288146084374,2831.633008356546,44.28571428571814,146.26629526462406,36.27350278551532,1217.4518105849577,6.080779944301026,41.120784568477006,1040.3558495821726,5.058805323427642,0.7546214231451729,258.5203342618383,13.792835395473482,56.93006890479407,159.9643454039002,0.23676880222841226,24.57246560310888,69.39165
-4220160678,B,3526.3873239436057,13.873761085038584,221.9029733958734,2834.1154929577465,67.4567404426483,207.7453521126762,53.17869718309859,1443.834929577464,8.158770806670764,41.81489728887658,1057.9169014084507,5.332942097025931,0.9039692701665398,349.2191549295782,14.344579102516674,56.689399555175314,159.95492957746544,0.1295774647887324,37.73452838241641,74.18535
-4220160674,A,3046.2690476192574,758.148148148,121.15978835976595,2817.5,68.0734693877326,213.4697142857144,56.72678571428571,1500.4414285714286,8.047792207792789,36.12176736306718,913.8807142857142,5.32579365079231,0.9064935064935933,338.3839999999997,14.332225913615664,57.88421052626928,160.164571428572,0.5657142857142857,40.386147186127914,58.9389
-4220160650,A,3431.463068181761,590.0,189.10984848487217,3223.0,67.1063311688015,210.1704545454544,55.83096590909091,1493.2235795454544,7.899793388431385,40.68928539345626,1029.4389204545455,4.925426136361651,0.9090909090909961,328.8806818181826,14.454281183926769,57.2824461721967,160.2181818181822,0.11931818181818182,39.82265840219515,65.65575
-4220160646,A,6210.986394558047,166.66666666699933,196.19047619048106,2937.3651603498542,65.41302235177824,201.43206997084556,53.56960641399417,1602.1040816326515,7.604823747681998,73.64806001451718,1863.295918367347,5.589974084870142,0.9037900874636435,311.46938775510125,14.655230863103734,58.07350007667471,160.03731778425717,0.18658892128279883,38.36116264686043,76.0956
-4220160646,B,7627.998554913179,247.94690644406927,112.56476129306664,2992.115606936416,33.637489677949105,102.09017341040462,26.116329479768787,857.8985549132954,4.043089858130891,90.4505757499584,2288.399566473988,3.32530507385867,0.5070940620074074,178.44739884393078,14.421293184563453,73.49672954054361,159.98150289017397,0.12138728323699421,18.28253634611444,73.74045
